name,place_of_birth,citizenship,national_team,birth_country,is_naturalized
Mehdi Dorval,Paris,Algeria  France,Algeria,France,True
Rafik Belghali,Leuven,Algeria  Belgium,Algeria,Belgium,True
Ramiz Zerrouki,Amsterdam,Algeria  Netherlands,Algeria,Netherlands,True
Hicham Boudaoui,Béchar,Algeria,Algeria,Algeria,False
Yassine Titraoui,M'Sila,Algeria,Algeria,Algeria,False
Ibrahim Maza,Berlin,Algeria  Germany,Algeria,Germany,True
Farès Chaïbi,Lyon,Algeria  France,Algeria,France,True
Houssem Aouar,Lyon,Algeria  France,Algeria,France,True
Adil Aouchiche,Le Blanc-Mesnil,Algeria  France,Algeria,France,True
Adil Boulbina,El Milia,Algeria,Algeria,Algeria,False
Riyad Mahrez,Clichy,Algeria  France,Algeria,France,True
Farès Ghedjemis,Montreuil,Algeria  France,Algeria,France,True
Amine Gouiri,Bourgoin-Jallieu,Algeria  France,Algeria,France,True
Mohamed Amoura,Tahir,Algeria,Algeria,Turkey,True
Amin Chiakha,København,Algeria  Denmark,Algeria,Denmark,True
Nadhir Benbouali,Chlef,Algeria,Algeria,Algeria,False
Eloy Room,Nijmegen,Curacao  Netherlands,Curacao,Netherlands,True
Trevor Doornbusch,Haarlem,Curacao  Netherlands,Curacao,Netherlands,True
Tyrick Bodak,Almere,Curacao  Netherlands,Curacao,Netherlands,True
Armando Obispo,Den Bosch,Curacao  Netherlands,Curacao,Netherlands,True
Riechedly Bazoer,Utrecht,Curacao  Netherlands,Curacao,Netherlands,True
Deveron Fonville,Nieuwegein,Curacao  Netherlands,Curacao,Netherlands,True
Juriën Gaari,Kerkrade,Curacao  Netherlands,Curacao,Netherlands,True
Roshon van Eijma,Tilburg,Curacao  Netherlands,Curacao,Netherlands,True
Sherel Floranus,Rotterdam,Curacao  Netherlands,Curacao,Netherlands,True
Shurandy Sambo,Geldrop,Curacao  Netherlands,Curacao,Netherlands,True
Joshua Brenet,Kerkrade,Curacao  Netherlands,Curacao,Netherlands,True
Livano Comenencia,Breda,Curacao  Netherlands,Curacao,Netherlands,True
Kevin Felida,Spijkenisse,Curacao  Netherlands,Curacao,Netherlands,True
Godfried Roemeratoe,Oost-Souburg,Curacao  Netherlands,Curacao,Netherlands,True
Juninho Bacuna,Groningen,Curacao  Netherlands,Curacao,Netherlands,True
Leandro Bacuna,Groningen,Curacao  Netherlands,Curacao,Netherlands,True
Tyrese Noslin,Amsterdam,Curacao  Netherlands,Curacao,Netherlands,True
Tahith Chong,Willemstad,Curacao  Netherlands,Curacao,Netherlands,True
Jearl Margaritha,Groningen,Curacao  Netherlands,Curacao,Netherlands,True
Jeremy Antonisse,Rosmalen,Curacao  Netherlands,Curacao,Netherlands,True
Kenji Gorré,Spijkenisse,Curacao  Netherlands,Curacao,Netherlands,True
Sontje Hansen,Hoorn,Curacao  Netherlands,Curacao,Netherlands,True
Ar'jany Martha,Rotterdam,Curacao  Netherlands,Curacao,Netherlands,True
Brandley Kuwas,Hoorn,Curacao  Netherlands,Curacao,Netherlands,True
Jürgen Locadia,Emmen,Curacao  Netherlands,Curacao,Netherlands,True
Gervane Kastaneer,Rotterdam,Curacao  Netherlands,Curacao,Netherlands,True
CJ dos Santos,"Philadelphia, Pennsylvania",Cape Verde  United States,Cape Verde,United States,True
Márcio Rosa,Praia,Cape Verde  Portugal,Cape Verde,Cape Verde,False
Vozinha,Mindelo,Cape Verde,Cape Verde,Cape Verde,False
Logan Costa,Saint-Denis,Cape Verde  France,Cape Verde,France,True
Diney Borges,Tarrafal,Cape Verde  Portugal,Cape Verde,Cape Verde,False
Kelvin Pires,Mindelo,Cape Verde,Cape Verde,Cape Verde,False
Roberto Lopes,"Crumlin, Dublin",Cape Verde  Ireland,Cape Verde,Ireland,True
Stopira,Nossa Senhora da Graça,Cape Verde  Hungary,Cape Verde,Brazil,True
Wagner Pina,Lisboa,Cape Verde  Portugal,Cape Verde,Portugal,True
Sidny Lopes Cabral,Rotterdam,Cape Verde  Netherlands,Cape Verde,Netherlands,True
Steven Moreira,Noisy-le-Grand,Cape Verde  France,Cape Verde,France,True
Kevin Lenini,Praia,Cape Verde  Portugal,Cape Verde,Cape Verde,False
Laros Duarte,Rotterdam,Cape Verde  Netherlands,Cape Verde,Netherlands,True
João Paulo,Ribeira Grande,Cape Verde,Cape Verde,Portugal,True
Deroy Duarte,Rotterdam,Cape Verde  Netherlands,Cape Verde,Netherlands,True
Jamiro Monteiro,Rotterdam,Cape Verde  Netherlands,Cape Verde,Netherlands,True
Yannick Semedo,Praia,Cape Verde  Portugal,Cape Verde,Cape Verde,False
Hélio Varela,Almada,Cape Verde  Portugal,Cape Verde,Portugal,True
Willy Semedo,Bordeaux,Cape Verde  France,Cape Verde,France,True
Jovane Cabral,Assomada,Cape Verde  Portugal,Cape Verde,Portugal,True
Ryan Mendes,Fogo,Cape Verde  France,Cape Verde,Cape Verde,False
Telmo Arcanjo,Lisboa,Cape Verde  Portugal,Cape Verde,Portugal,True
Garry Rodrigues,Rotterdam,Cape Verde  Netherlands,Cape Verde,Netherlands,True
Benchimol,Praia,Cape Verde  Portugal,Cape Verde,Cape Verde,False
Dailon Livramento,Rotterdam,Cape Verde  Netherlands,Cape Verde,Netherlands,True
Nuno Da Costa,Praïa,Cape Verde  France,Cape Verde,Cape Verde,False
Max Crocombe,Auckland,New Zealand  England,New Zealand,New Zealand,False
Alex Paulsen,Auckland,New Zealand  South Africa,New Zealand,New Zealand,False
Michael Woud,Auckland,New Zealand  Netherlands,New Zealand,New Zealand,False
Tyler Bindon,Auckland,New Zealand  United States,New Zealand,New Zealand,False
Finn Surman,Cardiff,New Zealand  Wales,New Zealand,United Kingdom,True
Nando Pijnaker,Brummen,New Zealand  Netherlands,New Zealand,Netherlands,True
Michael Boxall,Auckland,New Zealand  Samoa,New Zealand,New Zealand,False
Tommy Smith,Macclesfield,New Zealand  England,New Zealand,United Kingdom,True
Liberato Cacace,Wellington,New Zealand  Italy,New Zealand,New Zealand,False
Ben Old,Auckland,New Zealand,New Zealand,New Zealand,False
Francis de Vries,Christchurch,New Zealand,New Zealand,New Zealand,False
Tim Payne,Auckland,New Zealand,New Zealand,New Zealand,False
Callan Elliot,Dumfries,New Zealand  Scotland,New Zealand,United Kingdom,True
Joe Bell,Bristol,New Zealand  England,New Zealand,United Kingdom,True
Ryan Thomas,Te Puke,New Zealand  England,New Zealand,New Zealand,False
Alex Rufer,Genève,New Zealand  Switzerland,New Zealand,Switzerland,True
Marko Stamenić,Wellington,New Zealand  Serbia,New Zealand,New Zealand,False
Matthew Garbett,London,New Zealand  France,New Zealand,United Kingdom,True
Lachlan Bayliss,Darwin,New Zealand  Australia,New Zealand,Australia,True
Callum McCowatt,Auckland,New Zealand,New Zealand,New Zealand,False
Sarpreet Singh,Auckland,New Zealand  India,New Zealand,New Zealand,False
Jesse Randall,Wellington,New Zealand  England,New Zealand,New Zealand,False
Elijah Just,Palmerston North,New Zealand,New Zealand,New Zealand,False
Chris Wood,Auckland,New Zealand,New Zealand,New Zealand,False
Ben Waine,Wellington,New Zealand  England,New Zealand,New Zealand,False
Kosta Barbarouses,Wellington,New Zealand  Greece,New Zealand,New Zealand,False
Aymen Dahmen,Sfax,Tunisia,Tunisia,Tunisia,False
Abdelmouhib Chamakh,,Tunisia,Tunisia,,True
Sabri Ben Hessen,,Tunisia,Tunisia,,True
Montassar Talbi,Paris,Tunisia  France,Tunisia,France,True
Adem Arous,Medina,Tunisia,Tunisia,Saudi Arabia,True
Dylan Bronn,Cannes,Tunisia  France,Tunisia,France,True
Omar Rekik,Helmond,Tunisia  Netherlands,Tunisia,Netherlands,True
Raed Chikhaoui,,Tunisia,Tunisia,,True
Ali Abdi,Sfax,Tunisia,Tunisia,Tunisia,False
Mohamed Amine Ben Hamida,Tunis,Tunisia,Tunisia,Tunisia,False
Yan Valery,Champigny-sur-Marne,Tunisia  France,Tunisia,France,True
Moutaz Neffati,Norrköping,Tunisia  Sweden,Tunisia,Sweden,True
Ellyes Skhiri,Lunel,Tunisia  France,Tunisia,France,True
Mohamed Belhadj Mahmoud,Sousse,Tunisia,Tunisia,Tunisia,False
Rani Khedira,Stuttgart,Tunisia  Germany,Tunisia,Germany,True
Anis Ben Slimane,Kopenhagen,Tunisia  Denmark,Tunisia,Denmark,True
Hannibal,Ivry-sur-Seine,Tunisia  France,Tunisia,France,True
Sebastian Tounekti,Tromsø,Tunisia  Norway,Tunisia,Norway,True
Ismaël Gharbi,Paris,Tunisia  Spain,Tunisia,France,True
Elias Achouri,Saint-Denis de La Réunion,Tunisia  France,Tunisia,France,True
Elias Saad,Hamburg,Tunisia  Germany,Tunisia,Germany,True
Mortadha Ben Ouanes,Sousse,Tunisia,Tunisia,Tunisia,False
Khalil Ayari,Tunis,Tunisia,Tunisia,Tunisia,False
Firas Chaouat,Sfax,Tunisia,Tunisia,Tunisia,False
Hazem Mastouri,Tunis,Tunisia,Tunisia,Tunisia,False
Rayan Elloumi,"St. Albert, Alberta",Tunisia  Canada,Tunisia,Canada,True
